"Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Municipality_std","Province","Province_std","Region","Region_std","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","Host_scientific","Host_common","Host_type","Major_Island","seq_name","phylogenetic_clade"
"R6-21-4375",NA,NA,"Canis familiaris",NA,"=""01-Oct-2021""","date_collected","Labigan","Sara","Iloilo-Sara","Iloilo","Iloilo","Western Visayas","Region VI (Western Visayas)",11.29863894,122.9983924,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","R6-21-4375","AL_Asian_SEA4"
"R6-21-4511",NA,NA,"Canis familiaris",NA,"=""08-Oct-2021""","date_collected","San Isidro","Tibiao","Antique-Tibiao","Antique","Antique","Western Visayas","Region VI (Western Visayas)",11.31177392,122.0839795,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","R6-21-4511","AL_Asian_SEA4"
"R6-21-4600",NA,NA,"Canis familiaris",NA,"=""14-Oct-2021""","date_collected","Jibao-An","Pavia","Iloilo-Pavia","Iloilo","Iloilo","Western Visayas","Region VI (Western Visayas)",10.76834195,122.5361294,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","R6-21-4600","AL_Asian_SEA4"
"R6-4342",NA,NA,"Bos taurus",NA,"=""30-Sep-2021""","date_collected","Cabanban","Oton","Iloilo-Oton","Iloilo","Iloilo","Western Visayas","Region VI (Western Visayas)",10.72535873,122.4673796,"phd",NA,NA,NA,"Bos taurus","Cow","Livestock","Visayas","R6-4342","AL_Asian_SEA4"
"R6-4568",NA,NA,"Canis familiaris",NA,"=""13-Oct-2021""","date_collected","Avila","Buenavista","Guimaras-Buenavista","Guimaras","Guimaras","Western Visayas","Region VI (Western Visayas)",10.69136331,122.6621626,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","R6-4568","AL_Asian_SEA4"
"R7-21-149",NA,NA,"Canis familiaris",NA,"=""01-Jan-2021""","date_collected","","",NA,"",NA,"Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","R7-21-149","AL_Asian_SEA4"
"R7-21-161",NA,NA,"Canis familiaris",NA,"=""18-Oct-2021""","date_collected","Pusok","Lapu-Lapu City","Cebu-Lapu-Lapu City","Cebu","Cebu","Central Visayas","Region VII (Central Visayas)",10.29788925,123.9784138,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","R7-21-161","AL_Asian_SEA4"
"R9-010",NA,NA,"Felis catus",NA,"=""27-Jan-2020""","date_collected","San Roque","Zamboanga City","Zamboanga del Sur-Bayog","Zamboanga del Sur","Zamboanga del Sur","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",7.154200895,122.139348,"phd; manual_correction",NA,NA,NA,"Felis catus","Cat","Domestic","Mindanao","R9-010","AL_Asian_SEA4"
"R9-074",NA,NA,"Canis familiaris",NA,"=""20-Aug-2021""","date_collected","Cogon","Vincenzo A. Sagun","Zamboanga del Sur-Bayog","Zamboanga del Sur","Zamboanga del Sur","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",7.519657705,123.1738437,"phd; manual_correction",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Mindanao","R9-074","AL_Asian_SEA4"
"R9-089",NA,NA,"Canis familiaris",NA,"=""07-Oct-2021""","date_collected","Pangi","Ipil","Zamboanga Sibugay-Ipil","Zamboanga Sibugay","Zamboanga Sibugay","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",7.780235248,122.5765115,"phd; manual_correction",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Mindanao","R9-089","AL_Asian_SEA4"
"R9-105",NA,NA,"Canis familiaris",NA,"=""09-Dec-2021""","date_collected","Lopoc","Labason","Zamboanga del Norte-Labason","Zamboanga del Norte","Zamboanga del Norte","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",8.030135135,122.5303567,"phd; manual_correction",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Mindanao","R9-105","AL_Asian_SEA4"
"RADDL1-16-153",NA,NA,"Canis familiaris",NA,"=""18-Jul-2016""","date_collected","Real","Urbiztondo","Pangasinan-Urbiztondo","Pangasinan","Pangasinan","Ilocos Region","Region I (Ilocos Region)",15.82353439,120.3636915,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL1-16-153","AL_Asian_SEA4"
"RADDL1-16-166",NA,NA,"Canis familiaris",NA,"=""09-Aug-2016""","date_collected","West","unknown","Pangasinan-Agno","Pangasinan","Pangasinan","Ilocos Region","Region I (Ilocos Region)",15.99415023,120.3184423,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL1-16-166","AL_Asian_SEA4"
"RADDL3-1045",NA,NA,"Canis familiaris",NA,"=""23-Oct-2015""","date_collected","St. Francis","Limay","Bataan-Limay","Bataan","Bataan","Central Luzon","Region III (Central Luzon)",14.53878982,120.5544428,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL3-1045","AL_Asian_SEA4"
"RADDL3-15-172",NA,NA,"Canis familiaris",NA,"=""12-Feb-2015""","date_collected","Cvo","San Jose  City","Nueva Ecija-San Jose City","Nueva Ecija","Nueva Ecija","Central Luzon","Region III (Central Luzon)",15.78462183,120.9975839,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL3-15-172","AL_Asian_SEA4"
"RADDL3-16-1008",NA,NA,"Canis familiaris",NA,"=""27-Oct-2016""","date_collected","Pamaldan","Cabanatuan City","Nueva Ecija-Cabanatuan City","Nueva Ecija","Nueva Ecija","Central Luzon","Region III (Central Luzon)",15.49243695,120.9899426,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL3-16-1008","AL_Asian_SEA4"
"RADDL3-16-468",NA,NA,"Canis familiaris",NA,"=""01-Jun-2016""","date_collected","Sta Teresita","Angeles  City","Pampanga-Angeles City","Pampanga","Pampanga","Central Luzon","Region III (Central Luzon)",15.14555779,120.5862479,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL3-16-468","AL_Asian_SEA4"
"RADDL3-16-521",NA,NA,"Canis familiaris",NA,"=""15-Jun-2016""","date_collected","Bulihan","Malolos City","Bulacan-Malolos City","Bulacan","Bulacan","Central Luzon","Region III (Central Luzon)",14.82958643,120.8367451,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL3-16-521","AL_Asian_SEA4"
"RADDL3-16-627",NA,NA,"Canis familiaris",NA,"=""27-Jul-2016""","date_collected","Ligas","Malolos City","Bulacan-Malolos City","Bulacan","Bulacan","Central Luzon","Region III (Central Luzon)",14.82958643,120.8367451,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL3-16-627","AL_Asian_SEA4"
"RADDL3-845",NA,NA,"Canis familiaris",NA,"=""02-Sep-2015""","date_collected","San Jose","Floridablanca","Pampanga-Floridablanca","Pampanga","Pampanga","Central Luzon","Region III (Central Luzon)",14.98771276,120.4868625,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL3-845","AL_Asian_SEA4"
"RADDL5-005",NA,NA,"Canis familiaris",NA,"=""30-Jan-2015""","date_collected","San Nicolas","Iriga  City","Camarines Sur-Bato","Camarines Sur","Camarines Sur","Bicol Region","Region V (Bicol Region)",13.44838237,123.4332975,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL5-005","AL_Asian_SEA4"
"Z-05-102",NA,NA,"Canis familiaris",NA,"=""21-Feb-2005""","date_collected","","Muntinlupa","Metropolitan Manila-Muntinlupa","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.40197636,121.0327847,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-05-102","AL_Asian_SEA4"
"Z-05-191",NA,NA,"Canis familiaris",NA,"=""10-Apr-2005""","date_collected","Lower Bicutan","Taguig","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.51469695,121.0660524,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-05-191","AL_Asian_SEA4"
"Z-05-557",NA,NA,"Canis familiaris",NA,"=""03-Dec-2005""","date_collected","Rizal","Makati City","Metropolitan Manila-Makati City","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.54943127,121.0335906,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-05-557","AL_Asian_SEA4"
"Z-05-96",NA,NA,"Canis familiaris",NA,"=""17-Feb-2005""","date_collected","Maywood Sucat","Parañaque","Metropolitan Manila-Parañaque","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.48357034,121.0147858,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-05-96","AL_Asian_SEA4"
"Z-06-150",NA,NA,"Canis familiaris",NA,"=""24-Apr-2006""","date_collected","Balete","Batangas  City","Batangas-Lian","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",13.7207195,121.103796,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-06-150","AL_Asian_SEA4"
"Z-06-295",NA,NA,"Canis familiaris",NA,"=""22-Jul-2006""","date_collected","Lucsuhin","Calatagan","Batangas-Lian","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",13.86384068,120.6585868,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-06-295","AL_Asian_SEA4"
"Z-06-39",NA,NA,"Canis familiaris",NA,"=""26-Jan-2006""","date_collected","Ambulong","Tanauan","Batangas-Bauan","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",14.09625533,121.0970452,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-06-39","AL_Asian_SEA4"
"Z-07-07",NA,NA,"Canis familiaris",NA,"=""08-Jan-2007""","date_collected","Molino 6","General Trias","Cavite-General Trias","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.32966619,120.8999068,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-07-07","AL_Asian_SEA4"
"Z-07-351",NA,NA,"Canis familiaris",NA,"=""25-Oct-2007""","date_collected","-","Taguig","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.51469695,121.0660524,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-07-351","AL_Asian_SEA4"
"Z-07-366",NA,NA,"Canis familiaris",NA,"=""12-Nov-2007""","date_collected","Wawa","Lipa City","Batangas-Lipa City","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",13.94086577,121.1746864,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-07-366","AL_Asian_SEA4"
"Z-07-38",NA,NA,"Canis familiaris",NA,"=""02-May-2007""","date_collected","Timbol","Bacoor","Cavite-Bacoor","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.41614393,120.9704734,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-07-38","AL_Asian_SEA4"
"Z-07-387",NA,NA,"Canis familiaris",NA,"=""07-Dec-2007""","date_collected","Bagong Liing","San Antonio","Quezon-San Antonio","Quezon","Quezon","Calabarzon","Region IV-A (Calabarzon)",13.89985141,121.2980234,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-07-387","AL_Asian_SEA4"
"Z-07-398",NA,NA,"Canis familiaris",NA,"=""19-Dec-2007""","date_collected","Paciano Rizal","Calamba City","Laguna-Calamba City","Laguna","Laguna","Calabarzon","Region IV-A (Calabarzon)",14.18862277,121.1242055,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-07-398","AL_Asian_SEA4"
"Z-07-403",NA,NA,"Canis familiaris",NA,"=""22-Dec-2007""","date_collected","Sampagutia Exit","Lucena","Quezon-Real","Quezon","Quezon","Calabarzon","Region IV-A (Calabarzon)",13.93834754,121.6153593,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-07-403","AL_Asian_SEA4"
"Z-07-407",NA,NA,"Canis familiaris",NA,"=""26-Dec-2007""","date_collected","Southland Talon 1","Las Piñas","Metropolitan Manila-Las Piñas","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.4423825,120.9940879,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-07-407","AL_Asian_SEA4"
"Z-08-351",NA,NA,"Canis familiaris",NA,"=""12-Dec-2008""","date_collected","-","General Mariano Alvarez","Cavite-General Mariano Alvarez","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.30698662,121.0184177,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-08-351","AL_Asian_SEA4"
"Z-08-359",NA,NA,"Canis familiaris",NA,"=""25-Dec-2008""","date_collected","San Lucas II","San Pablo City","Laguna-San Pablo City","Laguna","Laguna","Calabarzon","Region IV-A (Calabarzon)",14.05146733,121.3315598,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-08-359","AL_Asian_SEA4"
"Z-09-94",NA,NA,"Canis familiaris",NA,"=""08-Apr-2009""","date_collected","Brgy 191","Pasay  City","Metropolitan Manila-Pasay City","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.53080944,121.0041508,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-09-94","AL_Asian_SEA4"
"Z-12-012",NA,NA,"Canis familiaris",NA,"=""16-Jan-2012""","date_collected","Sulpoc","Tanauan","Batangas-Bauan","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",14.09625533,121.0970452,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-12-012","AL_Asian_SEA4"
"Z-12-029",NA,NA,"Canis familiaris",NA,"=""03-Feb-2012""","date_collected","Sss Village","Marikina","Metropolitan Manila-Manila","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.64718362,121.1030131,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-12-029","AL_Asian_SEA4"
"Z-12-060",NA,NA,"Canis familiaris",NA,"=""25-Feb-2012""","date_collected","F.De Castro","General Mariano Alvarez","Cavite-General Mariano Alvarez","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.30698662,121.0184177,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-12-060","AL_Asian_SEA4"
"Z-12-149",NA,NA,"Canis familiaris",NA,"=""28-Jun-2012""","date_collected","Palayan","Pinamalayan","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.02301767,121.4031803,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-12-149","AL_Asian_SEA4"
"Z-12-208",NA,NA,"Canis familiaris",NA,"=""02-Oct-2012""","date_collected","De Paro St.","Kalookan  City","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.74647256,121.0486805,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-12-208","AL_Asian_SEA4"
"Z-13-020",NA,NA,"Canis familiaris",NA,"=""02-Feb-2013""","date_collected","Sucat","Muntinlupa","Metropolitan Manila-Muntinlupa","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.40197636,121.0327847,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-020","AL_Asian_SEA4"
"Z-13-032",NA,NA,"Canis familiaris",NA,"=""14-Feb-2013""","date_collected","Lower Bicutan","Taguig","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.51469695,121.0660524,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-032","AL_Asian_SEA4"
"Z-13-036",NA,NA,"Canis familiaris",NA,"=""25-Feb-2013""","date_collected","Upper Bicutan","Taguig","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.51469695,121.0660524,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-036","AL_Asian_SEA4"
"Z-13-065",NA,NA,"Canis familiaris",NA,"=""04-Apr-2013""","date_collected","Dumuclay North","Batangas  City","Batangas-Lian","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",13.7207195,121.103796,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-065","AL_Asian_SEA4"
"Z-13-066",NA,NA,"Canis familiaris",NA,"=""05-Apr-2013""","date_collected","Bayan Luma","Imus","Cavite-Imus","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.39822975,120.9319992,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-066","AL_Asian_SEA4"
"Z-13-071",NA,NA,"Canis familiaris",NA,"=""10-Apr-2013""","date_collected","Golden Acres","Las Piñas","Metropolitan Manila-Las Piñas","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.4423825,120.9940879,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-071","AL_Asian_SEA4"
"Z-13-073",NA,NA,"Canis familiaris",NA,"=""12-Apr-2013""","date_collected","Bf Homes","Parañaque","Metropolitan Manila-Parañaque","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.48357034,121.0147858,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-073","AL_Asian_SEA4"
"Z-13-081",NA,NA,"Canis familiaris",NA,"=""25-Apr-2013""","date_collected","Sto. Angel Norte","Santa Cruz","Laguna-Santa Cruz","Laguna","Laguna","Calabarzon","Region IV-A (Calabarzon)",14.26443013,121.4040122,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-081","AL_Asian_SEA4"
"Z-13-086",NA,NA,"Canis familiaris",NA,"=""03-May-2013""","date_collected","San Carlos","Binangonan","Rizal-Binangonan","Rizal","Rizal","Calabarzon","Region IV-A (Calabarzon)",14.49353136,121.1932147,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-086","AL_Asian_SEA4"
"Z-13-089",NA,NA,"Canis familiaris",NA,"=""04-May-2013""","date_collected","Malainen Luma","Naic","Cavite-Naic","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.29182513,120.7960137,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-089","AL_Asian_SEA4"
"Z-13-094",NA,NA,"Canis familiaris",NA,"=""10-May-2013""","date_collected","Palico II","Imus","Cavite-Imus","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.39822975,120.9319992,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-094","AL_Asian_SEA4"
"Z-13-096",NA,NA,"Felis catus",NA,"=""12-May-2013""","date_collected","Bf International","Las Piñas","Metropolitan Manila-Las Piñas","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.4423825,120.9940879,"phd",NA,NA,NA,"Felis catus","Cat","Domestic","Luzon","Z-13-096","AL_Asian_SEA4"
"Z-13-098",NA,NA,"Canis familiaris",NA,"=""13-May-2013""","date_collected","-","San Juan","Metropolitan Manila-San Juan","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.60295528,121.0338172,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-098","AL_Asian_SEA4"
"Z-13-134",NA,NA,"Canis familiaris",NA,"=""10-Jun-2013""","date_collected","Sto. Nino Vill.,Tunasan","Muntinlupa","Metropolitan Manila-Muntinlupa","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.40197636,121.0327847,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-134","AL_Asian_SEA4"
"Z-13-135",NA,NA,"Canis familiaris",NA,"=""12-Jun-2013""","date_collected","Alulod","Indang","Cavite-Indang","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.18917642,120.8713283,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-135","AL_Asian_SEA4"
"Z-13-161",NA,NA,"Canis familiaris",NA,"=""20-Jul-2013""","date_collected","Pansol","Calamba City","Laguna-Calamba City","Laguna","Laguna","Calabarzon","Region IV-A (Calabarzon)",14.18862277,121.1242055,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-161","AL_Asian_SEA4"
"Z-13-171",NA,NA,"Canis familiaris",NA,"=""05-Aug-2013""","date_collected","Pinamocan Silangan","Batangas  City","Batangas-Lian","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",13.7207195,121.103796,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-171","AL_Asian_SEA4"
"Z-13-184",NA,NA,"Canis familiaris",NA,"=""29-Aug-2013""","date_collected","Tabangaw","Batangas  City","Batangas-Lian","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",13.7207195,121.103796,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-184","AL_Asian_SEA4"
"Z-13-204",NA,NA,"Canis familiaris",NA,"=""26-Sep-2013""","date_collected","Dayap","Calauan","Laguna-Bay","Laguna","Laguna","Calabarzon","Region IV-A (Calabarzon)",14.13318557,121.2951683,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-204","AL_Asian_SEA4"
"Z-13-216",NA,NA,"Canis familiaris",NA,"=""25-Oct-2013""","date_collected","Bgy. 2","Mamburao","Occidental Mindoro-Looc","Occidental Mindoro","Occidental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.25401504,120.6612766,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-216","AL_Asian_SEA4"
"Z-13-234",NA,NA,"Canis familiaris",NA,"=""15-Nov-2013""","date_collected","Mayapa","Calamba City","Laguna-Calamba City","Laguna","Laguna","Calabarzon","Region IV-A (Calabarzon)",14.18862277,121.1242055,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Z-13-234","AL_Asian_SEA4"
